-11	-6	-11	-6	-11	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	16	-2	16	16	18	18	16	16	22	14	15	16	16	15	16	22	16	22	16	22	16	22	16	22	16	22	16	22	22	16	22	22	22	22	22	22	22	22	15	15	15	17	22	22	22	15	15	22	15	22	21	22	15	22	15	22	22	22	22	22	15	22	22	21	22	22	15	22	22	15	22	22	22	15	22	22	15	22	22	22	15	22	22	15	22	22	15	22	22	21	22	22	15	22	22	15	22	22	15	22	22	18	22	25	15	22	22	15	22	15	16	15	22	15	22	
19	19	19	19	19	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	-5	15	-5	-5	-10	-10	-5	-5	-16	-7	-7	-11	-11	-7	-11	-17	-11	-17	-11	-17	-11	-17	-11	-17	-11	-17	-11	-17	-17	-11	-17	-17	-17	-17	-17	-17	-17	-17	-7	-7	-7	-21	-22	-17	-17	-7	-7	-17	-7	-17	-13	-17	-7	-17	-7	-17	-17	-17	-17	-17	-7	-17	-17	-13	-17	-17	-7	-17	-17	-7	-17	-17	-17	-7	-17	-17	-7	-17	-17	-17	-7	-17	-17	-7	-17	-17	-7	-17	-17	-13	-17	-17	-7	-17	-17	-7	-17	-17	-7	-17	-17	-10	-17	-20	-7	-17	-17	-7	-17	-7	-8	-7	-17	-7	-17	
