-16	-16	-16	-16	-16	-16	-16	-12	-12	-12	-12	-12	9	9	5	5	5	5	5	5	
16	16	16	16	16	16	16	12	12	12	12	12	-9	-9	-5	-5	-5	-5	-5	-5	
