23	0	0	0	9	0	18	0	0	18	0	9	0	18	0	0	18	0	0	18	0	0	27	0	0	0	0	27	0	0	0	9	0	9	0	0	23	0	0	0	18	0	0	0	23	0	0	0	23	0	0	0	23	0	0	0	23	0	0	0	23	0	0	0	23	0	0	18	0	0	18	0	
-23	0	0	0	-9	0	-18	0	0	-18	0	-9	0	-18	0	0	-18	0	0	-18	0	0	-27	0	0	0	0	-27	0	0	0	-9	0	-9	0	0	-23	0	0	0	-18	0	0	0	-23	0	0	0	-23	0	0	0	-23	0	0	0	-23	0	0	0	-23	0	0	0	-23	0	0	-18	0	0	-18	0	
