0	-5	0	0	0	0	-5	0	0	9	0	0	2	0	0	2	0	5	5	15	0	0	5	5	15	0	0	5	15	0	0	19	0	0	19	0	5	19	0	5	19	0	5	19	0	5	19	0	5	19	0	19	0	0	23	0	0	23	0	0	23	0	0	23	0	0	23	0	0	23	0	0	23	0	0	14	14	0	
0	8	0	0	0	0	8	0	0	-9	0	0	0	0	0	-2	0	-5	-5	-13	0	0	-5	-5	-13	0	0	-5	-13	0	0	-19	0	0	-19	0	-5	-19	0	-5	-19	0	-5	-19	0	-5	-19	0	-5	-19	0	-19	0	0	-23	0	0	-23	0	0	-23	0	0	-23	0	0	-23	0	0	-23	0	0	-23	0	0	-14	-14	0	
