-14	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	0	0	9	0	0	9	0	
15	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	0	-9	0	0	0	-9	0	0	-9	0	
