-159	-144	-144	-140	-140	-140	-140	-129	-129	-129	-95	-95	-95	-95	-67	-67	-67	-67	-67	-67	-67	-67	-67	-67	-67	-67	-67	-67	-67	-67	-67	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-6	-17	-6	-17	-6	-6	-17	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	
-86	-66	-66	-55	-55	-55	-55	-54	-54	-54	-41	-41	-41	-41	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-8	-7	-8	-7	-8	-8	-7	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	
