15	15	15	15	15	15	15	15	15	23	18	18	18	5	1	1	1	5	1	1	1	5	1	5	1	
-11	-11	-11	-11	-11	-11	-11	-11	-11	-23	-18	-18	-18	-5	-1	-1	-1	-5	-1	-1	-1	-5	-1	-5	-1	
