-26	-26	-35	-26	-16	-16	-16	-16	-13	-13	-13	-12	-10	-12	-10	-12	-12	-10	-16	-10	-26	-18	-18	
22	22	22	22	19	19	19	19	21	21	21	23	18	23	18	23	23	18	24	18	38	25	25	
