8	24	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	35	31	31	31	31	31	31	27	27	27	27	29	29	29	29	28	28	
49	41	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	4	9	9	9	9	9	9	15	15	15	15	17	17	17	17	14	14	
