-19	-3	8	8	5	4	4	16	16	2	6	11	10	9	-1	11	7	8	2	8	3	-15	-20	0	-16	-6	-5	-6	-6	-6	-6	-6	-7	-14	
26	10	2	2	5	6	6	4	4	20	16	12	17	19	26	14	19	16	23	16	22	38	43	24	40	22	19	22	22	22	22	22	23	30	
