10	11	12	12	9	-4	-9	-12	-26	-1	8	-15	8	7	-3	-3	7	3	12	-1	7	-3	1	4	2	-41	-6	-9	-25	-26	-25	-17	-25	-30	-27	-27	-24	-53	-51	-29	-40	-42	-64	-42	-51	-29	-68	-29	-10	-32	-42	-43	-64	-58	-77	-36	-25	-25	-25	-64	12	-25	-52	12	-32	12	12	12	10	10	10	12	12	12	12	12	12	12	9	9	9	9	9	9	13	10	5	10	1	8	15	17	17	17	17	17	17	15	15	4	-20	-8	-8	-8	-8	-11	-6	-18	-11	-12	-11	-11	-11	-11	-11	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-9	-9	-9	-9	-9	-9	-9	-9	-11	-11	-5	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-20	-11	-11	-11	-11	-11	-11	-11	-11	-11	
-9	-11	-12	-12	-12	4	14	-9	9	1	-13	26	-6	-5	3	-6	7	5	-11	1	-5	3	-4	4	1	-16	5	-7	-11	-8	-9	3	-9	-6	-9	-9	3	-24	-9	-7	-8	-22	-34	-21	-9	-7	-28	-7	-3	-17	-22	-19	-34	-16	-36	-15	-9	-9	-9	-34	-10	-9	-28	-10	-15	-10	-10	-10	-8	-8	-8	-10	-10	-10	-10	-10	-10	-10	-7	-7	-7	-7	-7	-7	-10	-7	-2	-1	1	-5	-12	-18	-18	-18	-18	-18	-18	-15	-15	1	18	13	13	8	13	11	10	22	11	17	11	11	11	11	11	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	15	15	15	15	15	15	15	15	21	21	15	21	21	21	21	21	21	21	21	21	21	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	14	11	11	11	11	11	11	11	11	11	
