-1	0	0	0	0	16	0	14	0	0	11	0	11	0	7	7	0	11	0	11	0	5	7	0	5	1	0	1	0	0	0	1	0	1	3	1	1	1	5	1	3	-2	0	1	1	0	2	9	11	11	8	6	6	11	8	9	6	1	1	2	1	2	1	2	1	1	1	7	7	7	5	1	1	5	6	6	
16	0	0	0	0	-8	0	4	0	0	3	0	3	0	-1	-1	0	3	0	3	0	1	-1	0	1	-1	0	-3	2	0	0	-1	0	-3	-13	-3	-3	-3	-20	-1	-13	0	0	-14	-1	-9	-18	1	-4	5	7	9	9	-4	4	-4	5	8	4	12	4	12	4	12	8	8	8	1	1	1	7	4	8	8	3	3	
