-16	-16	-16	-16	-16	-16	-16	-17	-16	-16	-16	-8	20	19	19	14	19	20	19	24	25	25	25	26	25	25	26	25	25	25	25	26	25	25	23	25	25	25	25	25	25	25	25	24	24	23	24	24	24	21	24	
11	11	11	11	11	11	11	12	11	11	11	8	-17	-16	-16	-11	-16	-17	-16	-21	-22	-22	-22	-23	-22	-22	-23	-22	-22	-22	-22	-23	-22	-22	-20	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-21	-22	-22	-22	-19	-22	
